date,vessel_type,freight_rate_usd_day,source,source_type,unit,lag_1,lag_3,lag_7,lag_14,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_std_14,day_of_week,month,quarter,day_of_month,rate_change_1d,rate_change_7d,rate_pct_change_1d,rate_pct_change_7d,target_7d,target_14d,target_30d
2024-02-23,Capesize,26983,KOBC,PUBLIC_ACTUAL,USD/day,24577.0,23032.0,22431.0,17650.0,22779.285714285714,21355.5,19948.733333333334,859.2133445340608,2061.5140720425384,4,2,1,23,2406.0,4552.0,9.789640720999305,20.29334403281173,37194.0,36413.0,21999.0
2024-02-26,Capesize,29010,KOBC,PUBLIC_ACTUAL,USD/day,26983.0,22377.0,22243.0,18106.0,23429.571428571428,22022.14285714286,20040.0,1780.4164173149275,2269.601315620617,0,2,1,26,2027.0,6767.0,7.51213727161546,30.423054444094767,36564.0,36230.0,21373.0
2024-02-27,Capesize,28770,KOBC,PUBLIC_ACTUAL,USD/day,29010.0,24577.0,22029.0,18809.0,24396.285714285714,22801.0,20305.133333333335,2652.381679062343,2659.7496411965044,1,2,1,27,-240.0,6741.0,-0.8273009307135482,30.600571973307922,38364.0,38069.0,23373.0
2024-02-28,Capesize,30636,KOBC,PUBLIC_ACTUAL,USD/day,28770.0,26983.0,22766.0,20772.0,25359.285714285714,23512.5,20612.366666666665,2864.8596076292592,2836.1828559362225,2,2,1,28,1866.0,7870.0,6.485922836287794,34.5690942633752,40203.0,36642.0,25034.0
2024-02-29,Capesize,33458,KOBC,PUBLIC_ACTUAL,USD/day,30636.0,29010.0,23032.0,21606.0,26483.571428571428,24217.071428571428,21034.7,3201.9519493133407,3291.657881659186,3,2,1,29,2822.0,10426.0,9.211385298341824,45.26745397707537,39363.0,34708.0,25348.0
2024-03-04,Capesize,38055,KOBC,PUBLIC_ACTUAL,USD/day,33458.0,28770.0,22377.0,19640.0,27973.0,25063.64285714286,21595.766666666666,3712.9391771655382,4013.4260562255567,0,3,1,4,4597.0,15678.0,13.739613844222598,70.06301112749698,37424.0,34073.0,25589.0
2024-03-05,Capesize,39369,KOBC,PUBLIC_ACTUAL,USD/day,38055.0,30636.0,24577.0,22939.0,30212.714285714286,26379.0,22326.966666666667,4433.44808301163,4996.428031796539,1,3,1,5,1314.0,14792.0,3.4528971225857408,60.18635309435651,37050.0,32330.0,26114.0
2024-03-06,Capesize,37194,KOBC,PUBLIC_ACTUAL,USD/day,39369.0,33458.0,26983.0,22431.0,32325.85714285714,27552.571428571428,23101.566666666666,4808.871226825302,5962.450009005474,2,3,1,6,-2175.0,10211.0,-5.524651375447687,37.8423451802987,36413.0,29830.0,28552.0
2024-03-07,Capesize,36564,KOBC,PUBLIC_ACTUAL,USD/day,37194.0,38055.0,29010.0,22243.0,33784.57142857143,28607.071428571428,23738.033333333333,4453.635513343257,6283.798452727847,3,3,1,7,-630.0,7554.0,-1.6938215841264759,26.039296794208887,36230.0,26550.0,29661.0
2024-03-08,Capesize,38364,KOBC,PUBLIC_ACTUAL,USD/day,36564.0,39369.0,28770.0,22029.0,34863.71428571428,29630.0,24260.066666666666,3995.5404604917526,6333.558642416013,4,3,1,8,1800.0,9594.0,4.922874958976031,33.347236704900936,38069.0,24159.0,29070.0
2024-03-11,Capesize,40203,KOBC,PUBLIC_ACTUAL,USD/day,38364.0,37194.0,30636.0,22766.0,36234.28571428572,30796.785714285714,24870.066666666666,3102.5646764292887,6330.20631792299,0,3,1,11,1839.0,9567.0,4.7935564591804924,31.227967097532307,36642.0,24923.0,27338.0
2024-03-12,Capesize,39363,KOBC,PUBLIC_ACTUAL,USD/day,40203.0,36564.0,33458.0,23032.0,37601.0,32042.285714285714,25586.366666666665,2201.8923679413438,6343.956669128499,1,3,1,12,-840.0,5905.0,-2.0893963137079363,17.64899276705123,34708.0,25281.0,25572.0
2024-03-13,Capesize,37424,KOBC,PUBLIC_ACTUAL,USD/day,39363.0,38364.0,38055.0,22377.0,38444.57142857143,33208.78571428572,26258.133333333335,1294.1461608770126,6054.576897858989,2,3,1,13,-1939.0,-631.0,-4.925945685034172,-1.6581263960057768,34073.0,24259.0,24292.0
2024-03-14,Capesize,37050,KOBC,PUBLIC_ACTUAL,USD/day,37424.0,40203.0,39369.0,24577.0,38354.42857142857,34283.57142857143,26881.433333333334,1346.7123990342932,5268.344269375276,3,3,1,14,-374.0,-2319.0,-0.9993587002992688,-5.890421397546297,32330.0,23001.0,23066.0
2024-03-15,Capesize,36413,KOBC,PUBLIC_ACTUAL,USD/day,37050.0,39363.0,37194.0,26983.0,38023.142857142855,35174.5,27498.1,1340.7543186040934,4499.0931864099075,4,3,1,15,-637.0,-781.0,-1.7192982456140316,-2.099801043179006,29830.0,24132.0,22849.0
2024-03-18,Capesize,36230,KOBC,PUBLIC_ACTUAL,USD/day,36413.0,37424.0,36564.0,29010.0,37911.57142857143,35848.07142857143,28146.266666666666,1449.3491478520018,3835.3151001687634,0,3,1,18,-183.0,-334.0,-0.5025677642600201,-0.9134667979433297,26550.0,22359.0,22031.0
2024-03-19,Capesize,38069,KOBC,PUBLIC_ACTUAL,USD/day,36230.0,37050.0,38364.0,28770.0,37863.857142857145,36363.78571428572,28802.1,1505.5162379913104,3292.0479522297937,1,3,1,19,1839.0,-295.0,5.075903947005234,-0.76895005734543,24159.0,21999.0,23444.0
2024-03-20,Capesize,36642,KOBC,PUBLIC_ACTUAL,USD/day,38069.0,36413.0,40203.0,30636.0,37821.71428571428,37028.0,29482.733333333334,1493.2617223470681,2479.984212108599,2,3,1,20,-1427.0,-3561.0,-3.748456749586282,-8.857547944183274,24923.0,21373.0,25083.0
2024-03-21,Capesize,34708,KOBC,PUBLIC_ACTUAL,USD/day,36642.0,36230.0,39363.0,33458.0,37313.0,37457.0,30100.6,1102.1687711046363,1679.4903072980032,3,3,1,21,-1934.0,-4655.0,-5.278096173789637,-11.825826283565789,25281.0,23373.0,28201.0
2024-03-22,Capesize,34073,KOBC,PUBLIC_ACTUAL,USD/day,34708.0,38069.0,37424.0,38055.0,36648.0,37546.28571428572,30630.566666666666,1062.7484807477053,1470.8012692497343,4,3,1,22,-635.0,-3351.0,-1.8295493834274534,-8.954147071398033,24259.0,25034.0,31364.0
2024-03-25,Capesize,32330,KOBC,PUBLIC_ACTUAL,USD/day,34073.0,36642.0,37050.0,39369.0,36169.28571428572,37261.857142857145,31073.933333333334,1366.3139846902207,1727.485093207169,0,3,1,25,-1743.0,-4720.0,-5.1154873360138575,-12.739541160593792,23001.0,25348.0,32058.0
2024-03-26,Capesize,29830,KOBC,PUBLIC_ACTUAL,USD/day,32330.0,34708.0,36413.0,37194.0,35495.0,36759.07142857143,31431.4,1914.1017040197753,2059.475604064408,1,3,1,26,-2500.0,-6583.0,-7.732755954222082,-18.078708153681376,24132.0,25589.0,30937.0
2024-03-27,Capesize,26550,KOBC,PUBLIC_ACTUAL,USD/day,29830.0,34073.0,36230.0,36564.0,34554.57142857143,36233.07142857143,31771.066666666666,2800.040824531951,2760.826533549655,2,3,1,27,-3280.0,-9680.0,-10.995641971169967,-26.71818934584599,22359.0,26114.0,30313.0
2024-03-28,Capesize,24159,KOBC,PUBLIC_ACTUAL,USD/day,26550.0,32330.0,38069.0,38364.0,33171.71428571428,35517.78571428572,31891.433333333334,3977.4660574407158,3778.2536498834015,3,3,1,28,-2391.0,-13910.0,-9.00564971751412,-36.53891617851796,21999.0,28552.0,28601.0
2024-03-29,Capesize,24923,KOBC,PUBLIC_ACTUAL,USD/day,24159.0,29830.0,36642.0,40203.0,31184.571428571428,34503.142857142855,31949.033333333333,4555.690063248203,4740.05585584005,4,3,1,29,764.0,-11719.0,3.162382548946563,-31.982424540145193,21373.0,29661.0,25714.0
2024-04-01,Capesize,25281,KOBC,PUBLIC_ACTUAL,USD/day,24923.0,26550.0,34708.0,39363.0,29510.428571428572,33411.71428571428,32038.366666666665,4365.2098405893585,5074.062405676861,0,4,2,1,358.0,-9427.0,1.4364241864944116,-27.160885098536358,23373.0,29070.0,25398.0
2024-04-02,Capesize,24259,KOBC,PUBLIC_ACTUAL,USD/day,25281.0,24159.0,34073.0,37424.0,28163.714285714286,32405.85714285714,32146.766666666666,3926.5800095535556,5197.822426557285,1,4,2,2,-1022.0,-9814.0,-4.042561607531347,-28.80286443811816,25034.0,27338.0,25998.0
2024-04-03,Capesize,23001,KOBC,PUBLIC_ACTUAL,USD/day,24259.0,24923.0,32330.0,37050.0,26761.714285714286,31465.5,32196.533333333333,3137.8360757203477,5406.800386834781,2,4,2,3,-1258.0,-9329.0,-5.185704274702174,-28.85555211877513,25348.0,25572.0,25903.0
2024-04-04,Capesize,24132,KOBC,PUBLIC_ACTUAL,USD/day,23001.0,25281.0,29830.0,36413.0,25429.0,30462.0,32195.5,2227.8676651295905,5591.190350762642,3,4,2,4,1131.0,-5698.0,4.9171775140211205,-19.101575595038554,25589.0,24292.0,25441.0
2024-04-05,Capesize,22359,KOBC,PUBLIC_ACTUAL,USD/day,24132.0,24259.0,26550.0,36230.0,24615.0,29584.785714285714,32254.0,1114.7198452211462,5548.941370672834,4,4,2,5,-1773.0,-4191.0,-7.347090999502736,-15.785310734463277,26114.0,23066.0,24936.0
2024-04-08,Capesize,21999,KOBC,PUBLIC_ACTUAL,USD/day,22359.0,23001.0,24159.0,38069.0,24016.285714285714,28594.0,32180.066666666666,1024.0199728317511,5509.36037052463,0,4,2,8,-360.0,-2160.0,-1.6100898966858956,-8.940767415869866,28552.0,22849.0,24804.0
2024-04-09,Capesize,21373,KOBC,PUBLIC_ACTUAL,USD/day,21999.0,24132.0,24923.0,36642.0,23707.714285714286,27446.14285714286,32013.933333333334,1269.7940402909032,5037.261219492801,1,4,2,9,-626.0,-3550.0,-2.8455838901768282,-14.243871123059026,29661.0,22031.0,25015.0
2024-04-11,Capesize,23373,KOBC,PUBLIC_ACTUAL,USD/day,21373.0,22359.0,25281.0,34708.0,23200.571428571428,26355.5,31759.366666666665,1405.2209621185098,4519.430337655676,3,4,2,11,2000.0,-1908.0,9.35760071117766,-7.547169811320753,29070.0,23444.0,25289.0
2024-04-12,Capesize,25034,KOBC,PUBLIC_ACTUAL,USD/day,23373.0,21999.0,24259.0,34073.0,22928.0,25545.85714285714,31579.466666666667,1082.3860987018193,3877.7670588415604,4,4,2,12,1661.0,775.0,7.1064903949001,3.194690630281549,27338.0,25083.0,24727.0
2024-04-15,Capesize,25348,KOBC,PUBLIC_ACTUAL,USD/day,25034.0,21373.0,23001.0,32330.0,23038.714285714286,24900.214285714286,31392.733333333334,1265.3872548584477,3002.5101339370894,0,4,2,15,314.0,2347.0,1.2542941599424706,10.203904178079215,25572.0,28201.0,25721.0
2024-04-16,Capesize,25589,KOBC,PUBLIC_ACTUAL,USD/day,25348.0,23373.0,24132.0,29830.0,23374.0,24401.5,31122.4,1535.778412834897,2125.172309755876,1,4,2,16,241.0,1457.0,0.9507653463784127,6.037626388198247,24292.0,31364.0,26796.0
2024-04-17,Capesize,26114,KOBC,PUBLIC_ACTUAL,USD/day,25589.0,25034.0,22359.0,26550.0,23582.14285714286,24098.571428571428,30706.866666666665,1740.6937724712468,1503.0601970790176,2,4,2,17,525.0,3755.0,2.0516628238696377,16.79413211682097,23066.0,32058.0,27749.0
2024-04-18,Capesize,28552,KOBC,PUBLIC_ACTUAL,USD/day,26114.0,25348.0,21999.0,24159.0,24118.571428571428,24067.428571428572,30265.033333333333,1874.3897546608064,1452.010315405236,3,4,2,18,2438.0,6553.0,9.33598835873477,29.787717623528344,22849.0,30937.0,27712.0
2024-04-19,Capesize,29661,KOBC,PUBLIC_ACTUAL,USD/day,28552.0,25589.0,21373.0,24923.0,25054.714285714286,24381.214285714286,29976.966666666667,2240.096107631355,1883.794786249972,4,4,2,19,1109.0,8288.0,3.884141216026893,38.7778973471202,22031.0,30313.0,28254.0
2024-04-22,Capesize,29070,KOBC,PUBLIC_ACTUAL,USD/day,29661.0,26114.0,23373.0,25281.0,26238.714285714286,24719.64285714286,29746.866666666665,2158.6276284000405,2355.223445455077,0,4,2,22,-591.0,5697.0,-1.9925154242945275,24.37427801309202,23444.0,28601.0,29046.0
2024-04-23,Capesize,27338,KOBC,PUBLIC_ACTUAL,USD/day,29070.0,28552.0,25034.0,24259.0,27052.571428571428,24990.285714285714,29437.066666666666,1963.2182640699461,2626.7415740233414,1,4,2,23,-1732.0,2304.0,-5.958032335741315,9.203483262762635,25083.0,25714.0,29457.0
2024-04-24,Capesize,25572,KOBC,PUBLIC_ACTUAL,USD/day,27338.0,29661.0,25348.0,23001.0,27381.714285714286,25210.214285714286,29008.233333333334,1749.945210025772,2688.963917673272,2,4,2,24,-1766.0,224.0,-6.4598727046601745,0.883698911156694,28201.0,25398.0,28964.0
2024-04-25,Capesize,24292,KOBC,PUBLIC_ACTUAL,USD/day,25572.0,29070.0,25589.0,24132.0,27413.714285714286,25393.85714285714,28548.533333333333,1708.1058431565302,2613.205601647691,3,4,2,25,-1280.0,-1297.0,-5.005474737994686,-5.068584157255074,31364.0,25998.0,27509.0
2024-04-26,Capesize,23066,KOBC,PUBLIC_ACTUAL,USD/day,24292.0,27338.0,26114.0,22359.0,27228.428571428572,25405.285714285714,28110.8,1986.6620126176063,2607.6063715619243,4,4,2,26,-1226.0,-3048.0,-5.046929030133374,-11.671900130198365,32058.0,25903.0,29159.0
2024-04-29,Capesize,22849,KOBC,PUBLIC_ACTUAL,USD/day,23066.0,25572.0,28552.0,21999.0,26793.0,25455.785714285714,27644.666666666668,2531.061371571913,2550.288676829389,0,4,2,29,-217.0,-5703.0,-0.9407786352206737,-19.97408237601569,30937.0,25441.0,29268.0
2024-04-30,Capesize,22031,KOBC,PUBLIC_ACTUAL,USD/day,22849.0,24292.0,29661.0,21373.0,25978.285714285714,25516.5,27192.533333333333,2776.4596590067636,2470.534004872253,1,4,2,30,-818.0,-7630.0,-3.580025384043062,-25.72401469943697,30313.0,24936.0,28709.0
2024-05-02,Capesize,23444,KOBC,PUBLIC_ACTUAL,USD/day,22031.0,23066.0,29070.0,23373.0,24888.285714285714,25563.5,26719.233333333334,2580.5151109985395,2390.609666365976,3,5,2,2,1413.0,-5626.0,6.413689800735334,-19.353285173718614,28601.0,24804.0,28330.0
2024-05-03,Capesize,25083,KOBC,PUBLIC_ACTUAL,USD/day,23444.0,22849.0,27338.0,25034.0,24084.571428571428,25568.571428571428,26231.733333333334,1827.1963821779184,2385.6755119569416,4,5,2,3,1639.0,-2255.0,6.991127793891838,-8.248591703855435,25714.0,25015.0,29140.0
2024-05-07,Capesize,28201,KOBC,PUBLIC_ACTUAL,USD/day,25083.0,22031.0,25572.0,25348.0,23762.428571428572,25572.071428571428,25846.433333333334,1272.629149586541,2384.866726296706,1,5,2,7,3118.0,2629.0,12.430729976478094,10.280775848584378,25398.0,25289.0,28971.0
2024-05-08,Capesize,31364,KOBC,PUBLIC_ACTUAL,USD/day,28201.0,23444.0,24292.0,25589.0,24138.0,25775.85714285714,25629.533333333333,2047.620570319722,2484.0772580930743,2,5,2,8,3163.0,7072.0,11.215914329279109,29.112465009056486,25998.0,24727.0,30518.0
2024-05-09,Capesize,32058,KOBC,PUBLIC_ACTUAL,USD/day,31364.0,25083.0,23066.0,26114.0,25148.285714285714,26188.35714285714,25539.233333333334,3420.602272226122,2895.999298957072,3,5,2,9,694.0,8992.0,2.212727968371375,38.98378565854503,25903.0,25721.0,30672.0
2024-05-10,Capesize,30937,KOBC,PUBLIC_ACTUAL,USD/day,32058.0,28201.0,22849.0,28552.0,26432.85714285714,26612.928571428572,25530.166666666668,4124.328043393322,3292.7902702321794,4,5,2,10,-1121.0,8088.0,-3.496787073429408,35.39761039870455,25441.0,26796.0,29734.0
2024-05-13,Capesize,30313,KOBC,PUBLIC_ACTUAL,USD/day,30937.0,31364.0,22031.0,29661.0,27588.285714285714,26783.285714285714,25567.066666666666,4085.720161500562,3458.360826228961,0,5,2,13,-624.0,8282.0,-2.0170022949865807,37.59248331895966,24936.0,27749.0,29180.0
2024-05-14,Capesize,28601,KOBC,PUBLIC_ACTUAL,USD/day,30313.0,32058.0,23444.0,29070.0,28771.428571428572,26829.85714285714,25692.5,3339.1742920036468,3504.1805111815393,1,5,2,14,-1712.0,5157.0,-5.647741892917235,21.997099471080016,24804.0,27712.0,31244.0
2024-05-16,Capesize,25714,KOBC,PUBLIC_ACTUAL,USD/day,28601.0,30937.0,25083.0,27338.0,29508.14285714286,26796.35714285714,25840.566666666666,2406.5474874851357,3483.2969485628964,3,5,2,16,-2887.0,631.0,-10.094052655501551,2.5156480484790578,25015.0,28254.0,32361.0
2024-05-17,Capesize,25398,KOBC,PUBLIC_ACTUAL,USD/day,25714.0,30313.0,28201.0,25572.0,29598.285714285714,26680.35714285714,25866.933333333334,2217.565310145143,3490.9045027402562,4,5,2,17,-316.0,-2803.0,-1.2289025433615874,-9.93936385234566,25289.0,29046.0,33699.0
2024-05-20,Capesize,25998,KOBC,PUBLIC_ACTUAL,USD/day,25398.0,28601.0,31364.0,24292.0,29197.85714285714,26667.928571428572,25870.833333333332,2710.2634206882867,3495.460869014647,0,5,2,20,600.0,-5366.0,2.3623907394282995,-17.108787144496873,24727.0,29457.0,37141.0
2024-05-21,Capesize,25903,KOBC,PUBLIC_ACTUAL,USD/day,25998.0,25714.0,32058.0,23066.0,28431.285714285714,26789.785714285714,25928.8,2753.9866687087697,3435.483241757273,1,5,2,21,-95.0,-6155.0,-0.3654127240556915,-19.19957576891883,25721.0,28964.0,35745.0
2024-05-22,Capesize,25441,KOBC,PUBLIC_ACTUAL,USD/day,25903.0,25398.0,30937.0,22849.0,27552.0,26992.428571428572,26025.533333333333,2357.039951577034,3279.0476739979126,2,5,2,22,-462.0,-5496.0,-1.783577191831065,-17.765135598151083,26796.0,27509.0,32721.0
2024-05-23,Capesize,24936,KOBC,PUBLIC_ACTUAL,USD/day,25441.0,25998.0,30313.0,22031.0,26766.85714285714,27177.571428571428,26069.166666666668,1915.5841083563257,3095.1206939131785,3,5,2,23,-505.0,-5377.0,-1.9849848669470593,-17.738264111107448,27749.0,29159.0,31866.0
2024-05-24,Capesize,24804,KOBC,PUBLIC_ACTUAL,USD/day,24936.0,25903.0,28601.0,23444.0,25998.714285714286,27385.071428571428,26155.066666666666,1201.622474583963,2807.567999430837,4,5,2,24,-132.0,-3797.0,-0.5293551491819093,-13.275759588825565,27712.0,29268.0,30982.0
2024-05-27,Capesize,25015,KOBC,PUBLIC_ACTUAL,USD/day,24804.0,25441.0,25714.0,25083.0,25456.285714285714,27482.214285714286,26248.566666666666,458.1174210016557,2681.409881116455,0,5,2,27,211.0,-699.0,0.8506692468956523,-2.7183635373726367,28254.0,28709.0,30028.0
2024-05-28,Capesize,25289,KOBC,PUBLIC_ACTUAL,USD/day,25015.0,24936.0,25398.0,28201.0,25356.428571428572,27477.35714285714,26369.966666666667,468.6408920601229,2686.147559012855,1,5,2,28,274.0,-109.0,1.095342794323395,-0.42916765099614285,29046.0,28330.0,28711.0
2024-05-29,Capesize,24727,KOBC,PUBLIC_ACTUAL,USD/day,25289.0,24804.0,25998.0,31364.0,25340.85714285714,27269.35714285714,26433.833333333332,468.8402103635763,2738.0454175909317,2,5,2,29,-562.0,-1271.0,-2.222310095298352,-4.888837602892526,29457.0,29140.0,29059.0
2024-05-30,Capesize,25721,KOBC,PUBLIC_ACTUAL,USD/day,24727.0,25015.0,25903.0,32058.0,25159.285714285714,26795.285714285714,26423.6,414.944459847937,2542.1171197544977,3,5,2,30,994.0,-182.0,4.019897278278806,-0.7026213179940566,28964.0,28971.0,29095.0
2024-05-31,Capesize,26796,KOBC,PUBLIC_ACTUAL,USD/day,25721.0,25289.0,25441.0,30937.0,25133.285714285714,26342.64285714286,26436.033333333333,363.03200697986057,2049.3939669735405,4,5,2,31,1075.0,1355.0,4.17946425100113,5.326048504382697,27509.0,30518.0,29874.0
2024-06-03,Capesize,27749,KOBC,PUBLIC_ACTUAL,USD/day,26796.0,24727.0,24936.0,30313.0,25326.85714285714,26046.85714285714,26476.266666666666,730.1135593319898,1580.4763087869276,0,6,2,3,953.0,2813.0,3.556500970294074,11.280879050368942,29159.0,30672.0,29354.0
2024-06-04,Capesize,27712,KOBC,PUBLIC_ACTUAL,USD/day,27749.0,25721.0,24804.0,28601.0,25728.714285714286,25863.714285714286,26530.766666666666,1138.8574265868049,1133.4259453646487,1,6,2,4,-37.0,2908.0,-0.1333381383112897,11.723915497500403,29268.0,29734.0,27320.0
2024-06-05,Capesize,28254,KOBC,PUBLIC_ACTUAL,USD/day,27712.0,26796.0,25015.0,25714.0,26144.14285714286,25800.214285714286,26502.766666666666,1268.3478004293192,983.2239887671989,2,6,2,5,542.0,3239.0,1.9558314087759765,12.948231061363181,28709.0,29180.0,26658.0
2024-06-07,Capesize,29046,KOBC,PUBLIC_ACTUAL,USD/day,28254.0,27749.0,25289.0,25398.0,26606.85714285714,25981.64285714286,26455.866666666665,1374.1687703919913,1180.621909590863,4,6,2,7,792.0,3757.0,2.8031429178169365,14.856261615722243,28330.0,31244.0,27237.0
2024-06-10,Capesize,29457,KOBC,PUBLIC_ACTUAL,USD/day,29046.0,27712.0,24727.0,25998.0,27143.571428571428,26242.214285714286,26455.066666666666,1501.458941289396,1420.1670096028274,0,6,2,10,411.0,4730.0,1.4149969014666475,19.128887450964527,29140.0,32361.0,27181.0
2024-06-11,Capesize,28964,KOBC,PUBLIC_ACTUAL,USD/day,29457.0,28254.0,25721.0,25903.0,27819.285714285714,26489.285714285714,26525.7,1280.7731667859618,1655.7580847346803,1,6,2,11,-493.0,3243.0,-1.673625963268488,12.608374479996897,28971.0,33699.0,27000.0
2024-06-12,Capesize,27509,KOBC,PUBLIC_ACTUAL,USD/day,28964.0,29046.0,26796.0,25441.0,28282.571428571428,26707.928571428572,26638.766666666666,935.1837354470703,1770.5098554797958,2,6,2,12,-1455.0,713.0,-5.023477420245825,2.660844902224202,30518.0,37141.0,25753.0
2024-06-13,Capesize,29159,KOBC,PUBLIC_ACTUAL,USD/day,27509.0,29457.0,27749.0,24936.0,28384.428571428572,26855.64285714286,26746.0,770.6388815206642,1742.7277737518398,3,6,2,13,1650.0,1410.0,5.998037006070733,5.081264189700541,30672.0,35745.0,25781.0
2024-06-14,Capesize,29268,KOBC,PUBLIC_ACTUAL,USD/day,29159.0,28964.0,27712.0,24804.0,28585.85714285714,27157.285714285714,26949.1,761.0828751550724,1750.3601576013302,4,6,2,14,109.0,1556.0,0.37381254501183125,5.614896073902997,29734.0,32721.0,25362.0
2024-06-17,Capesize,28709,KOBC,PUBLIC_ACTUAL,USD/day,29268.0,27509.0,28254.0,25015.0,28808.14285714286,27476.14285714286,27163.066666666666,686.9375101523794,1694.395097742036,0,6,2,17,-559.0,455.0,-1.9099357660243288,1.6103914489983717,29180.0,31866.0,24996.0
2024-06-18,Capesize,28330,KOBC,PUBLIC_ACTUAL,USD/day,28709.0,29159.0,29046.0,25289.0,28873.14285714286,27740.0,27385.666666666668,646.075183592716,1564.2815013238924,1,6,2,18,-379.0,-716.0,-1.3201435090041458,-2.4650554293190075,31244.0,30982.0,24700.0
2024-06-19,Capesize,29140,KOBC,PUBLIC_ACTUAL,USD/day,28330.0,29268.0,29457.0,24727.0,28770.85714285714,27957.214285714286,27548.533333333333,670.368910516946,1400.2979451403783,2,6,2,19,810.0,-317.0,2.859159901164854,-1.0761448891604686,32361.0,30028.0,24271.0
2024-06-20,Capesize,28971,KOBC,PUBLIC_ACTUAL,USD/day,29140.0,28709.0,28964.0,25721.0,28725.571428571428,28272.428571428572,27683.766666666666,625.4978969147795,1076.479426669879,3,6,2,20,-169.0,7.0,-0.5799588194921101,0.024167932606000697,33699.0,28711.0,23551.0
2024-06-21,Capesize,30518,KOBC,PUBLIC_ACTUAL,USD/day,28971.0,28330.0,27509.0,26796.0,28726.571428571428,28504.571428571428,27709.433333333334,625.9480428742833,798.4722637910032,4,6,2,21,1547.0,3009.0,5.339822581201892,10.938238394707177,37141.0,29059.0,23263.0
2024-06-24,Capesize,30672,KOBC,PUBLIC_ACTUAL,USD/day,30518.0,29140.0,29159.0,27749.0,29156.428571428572,28770.428571428572,27681.233333333334,681.1952380765889,805.4340171879696,0,6,2,24,154.0,1513.0,0.5046202241300257,5.188792482595428,35745.0,29095.0,23676.0
2024-06-25,Capesize,29734,KOBC,PUBLIC_ACTUAL,USD/day,30672.0,28971.0,29268.0,27712.0,29372.571428571428,28979.214285714286,27635.033333333333,890.1392881893587,894.2460665119736,1,6,2,25,-938.0,466.0,-3.0581637976004217,1.5921825884925411,32721.0,29874.0,24031.0
2024-06-26,Capesize,29180,KOBC,PUBLIC_ACTUAL,USD/day,29734.0,30518.0,28709.0,28254.0,29439.14285714286,29123.64285714286,27594.933333333334,898.4023650464901,835.1703287483325,2,6,2,26,-554.0,471.0,-1.8631869240600007,1.6406005085513264,31866.0,29354.0,24375.0
2024-06-27,Capesize,31244,KOBC,PUBLIC_ACTUAL,USD/day,29180.0,30672.0,28330.0,29046.0,29506.428571428572,29189.785714285714,27557.166666666668,850.9911588132285,796.7854820434598,3,6,2,27,2064.0,2914.0,7.07333790267306,10.285915990116479,30982.0,27320.0,25432.0
2024-06-28,Capesize,32361,KOBC,PUBLIC_ACTUAL,USD/day,31244.0,29734.0,29140.0,29457.0,29922.714285714286,29346.785714285714,27645.266666666666,891.3687441752938,965.0551342216393,4,6,2,28,1117.0,3221.0,3.5750864165919882,11.0535346602608,30028.0,26658.0,24893.0
2024-07-01,Capesize,33699,KOBC,PUBLIC_ACTUAL,USD/day,32361.0,29180.0,28971.0,28964.0,30382.85714285714,29554.214285714286,27866.833333333332,1198.4507260854023,1258.1511575182385,0,7,3,1,1338.0,4728.0,4.134606470751834,16.31976804390598,28711.0,27237.0,24856.0
2024-07-02,Capesize,37141,KOBC,PUBLIC_ACTUAL,USD/day,33699.0,31244.0,30518.0,27509.0,31058.285714285714,29892.428571428572,28143.533333333333,1550.6848717344792,1659.6507377843818,1,7,3,2,3442.0,6623.0,10.213952936288905,21.70194639229308,29059.0,27181.0,24879.0
2024-07-03,Capesize,35745,KOBC,PUBLIC_ACTUAL,USD/day,37141.0,32361.0,30672.0,29159.0,32004.428571428572,30580.428571428572,28514.966666666667,2734.6219030020816,2418.549588056823,2,7,3,3,-1396.0,5073.0,-3.7586494709350826,16.539514866979665,29095.0,27000.0,26270.0
2024-07-04,Capesize,32721,KOBC,PUBLIC_ACTUAL,USD/day,35745.0,33699.0,29734.0,29268.0,32729.14285714286,31050.85714285714,28843.033333333333,2983.537465747952,2739.9615903299205,3,7,3,4,-3024.0,2987.0,-8.459924464960134,10.045738884778377,29874.0,25753.0,26199.0
2024-07-05,Capesize,31866,KOBC,PUBLIC_ACTUAL,USD/day,32721.0,37141.0,29180.0,28709.0,33155.857142857145,31297.5,29085.7,2682.149786307329,2722.48759974568,4,7,3,5,-855.0,2686.0,-2.6130008251581516,9.204934886908834,29354.0,25781.0,26549.0
2024-07-08,Capesize,30982,KOBC,PUBLIC_ACTUAL,USD/day,31866.0,35745.0,31244.0,28330.0,33539.57142857143,31523.0,29316.7,2159.8302292184117,2620.4250976334874,0,7,3,8,-884.0,-262.0,-2.774116613318267,-0.8385610037127122,27320.0,25362.0,27136.0
2024-07-09,Capesize,30028,KOBC,PUBLIC_ACTUAL,USD/day,30982.0,32721.0,32361.0,29140.0,33502.142857142855,31712.428571428572,29522.633333333335,2207.9748208532274,2462.975489877245,1,7,3,9,-954.0,-2333.0,-3.0792072816474114,-7.209295139210781,26658.0,24996.0,27949.0
