date,vessel_type,freight_rate_usd_day,source,source_type,unit,lag_1,lag_3,lag_7,lag_14,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_std_14,day_of_week,month,quarter,day_of_month,rate_change_1d,rate_change_7d,rate_pct_change_1d,rate_pct_change_7d,target_7d,target_14d,target_30d
2020-01-03,Capesize,12778,KOBC,PUBLIC_ACTUAL,USD/day,,,,,,,,,,4,1,1,3,,,,,10060.0,6091.0,5161.0
2020-01-06,Capesize,10958,KOBC,PUBLIC_ACTUAL,USD/day,12778.0,,,,,,,,,0,1,1,6,-1820.0,,-14.24323055251213,,9715.0,6158.0,5489.0
2020-01-07,Capesize,10094,KOBC,PUBLIC_ACTUAL,USD/day,10958.0,,,,,,,,,1,1,1,7,-864.0,,-7.884650483664901,,9508.0,5675.0,5407.0
2020-01-08,Capesize,9076,KOBC,PUBLIC_ACTUAL,USD/day,10094.0,12778.0,,,,,,,,2,1,1,8,-1018.0,,-10.085199128194965,,9044.0,5440.0,5331.0
2020-01-09,Capesize,9258,KOBC,PUBLIC_ACTUAL,USD/day,9076.0,10958.0,,,,,,,,3,1,1,9,182.0,,2.0052886734244213,,8842.0,5326.0,5119.0
2020-01-10,Capesize,9646,KOBC,PUBLIC_ACTUAL,USD/day,9258.0,10094.0,,,,,,,,4,1,1,10,388.0,,4.19096997191617,,8324.0,5136.0,4825.0
2020-01-13,Capesize,10181,KOBC,PUBLIC_ACTUAL,USD/day,9646.0,9076.0,,,,,,,,0,1,1,13,535.0,,5.54634045200082,,7801.0,5034.0,4703.0
2020-01-14,Capesize,10060,KOBC,PUBLIC_ACTUAL,USD/day,10181.0,9258.0,12778.0,,10284.42857142857,,,1267.543800313932,,1,1,1,14,-121.0,-2718.0,-1.1884883606718355,-21.27093441853185,6091.0,4768.0,4613.0
2020-01-15,Capesize,9715,KOBC,PUBLIC_ACTUAL,USD/day,10060.0,9646.0,10958.0,,9896.142857142857,,,634.7063437977766,,2,1,1,15,-345.0,-1243.0,-3.4294234592445294,-11.343310823142904,6158.0,4738.0,4694.0
2020-01-16,Capesize,9508,KOBC,PUBLIC_ACTUAL,USD/day,9715.0,10181.0,10094.0,,9718.57142857143,,,428.4980969008118,,3,1,1,16,-207.0,-586.0,-2.1307256819351528,-5.805428967703586,5675.0,4539.0,4651.0
2020-01-17,Capesize,9044,KOBC,PUBLIC_ACTUAL,USD/day,9508.0,10060.0,9076.0,,9634.857142857143,,,399.1659757425154,,4,1,1,17,-464.0,-32.0,-4.880100967606227,-0.3525782282943979,5440.0,4614.0,4766.0
2020-01-20,Capesize,8842,KOBC,PUBLIC_ACTUAL,USD/day,9044.0,9715.0,9258.0,,9630.285714285714,,,406.74427440580257,,0,1,1,20,-202.0,-416.0,-2.2335249889429476,-4.493411103910128,5326.0,4698.0,4672.0
2020-01-21,Capesize,8324,KOBC,PUBLIC_ACTUAL,USD/day,8842.0,9508.0,9646.0,,9570.857142857143,,,491.71822167152516,,1,1,1,21,-518.0,-1322.0,-5.858403076227104,-13.705162761766532,5136.0,4745.0,4686.0
2020-01-22,Capesize,7801,KOBC,PUBLIC_ACTUAL,USD/day,8324.0,9044.0,10181.0,,9382.0,,,677.0103396551606,,2,1,1,22,-523.0,-2380.0,-6.283037001441616,-23.37687849916511,5034.0,4716.0,4791.0
2020-01-28,Capesize,6091,KOBC,PUBLIC_ACTUAL,USD/day,7801.0,8842.0,10060.0,12778.0,9042.0,9663.214285714286,,796.0337095039754,1203.9908751616547,1,1,1,28,-1710.0,-3969.0,-21.92026663248301,-39.45328031809146,4768.0,4714.0,4713.0
2020-01-29,Capesize,6158,KOBC,PUBLIC_ACTUAL,USD/day,6091.0,8324.0,9715.0,10958.0,8475.0,9185.57142857143,,1239.8704233373155,1199.6649990268577,2,1,1,29,67.0,-3557.0,1.099983582334585,-36.61348430262481,4738.0,4909.0,4843.0
2020-01-30,Capesize,5675,KOBC,PUBLIC_ACTUAL,USD/day,6158.0,7801.0,9508.0,10094.0,7966.857142857143,8842.714285714286,,1369.1297027152416,1332.6815320751116,3,1,1,30,-483.0,-3833.0,-7.843455667424493,-40.31342027766092,4539.0,5161.0,4874.0
2020-01-31,Capesize,5440,KOBC,PUBLIC_ACTUAL,USD/day,5675.0,6091.0,9044.0,9076.0,7419.285714285715,8527.07142857143,,1415.7296957500569,1523.2150443809871,4,1,1,31,-235.0,-3604.0,-4.1409691629956,-39.849624060150376,4614.0,5489.0,4828.0
2020-02-03,Capesize,5326,KOBC,PUBLIC_ACTUAL,USD/day,5440.0,6158.0,8842.0,9258.0,6904.428571428572,8267.357142857143,,1381.3081791237814,1719.721784616197,0,2,1,3,-114.0,-3516.0,-2.0955882352941213,-39.76475910427505,4698.0,5407.0,4829.0
2020-02-04,Capesize,5136,KOBC,PUBLIC_ACTUAL,USD/day,5326.0,5675.0,8324.0,9646.0,6402.142857142857,7986.5,,1184.573823304022,1860.782248658633,1,2,1,4,-190.0,-3188.0,-3.567405182125427,-38.29889476213359,4745.0,5331.0,4886.0
2020-02-05,Capesize,5034,KOBC,PUBLIC_ACTUAL,USD/day,5136.0,5440.0,7801.0,10181.0,5946.714285714285,7664.357142857143,,901.5696893539985,1940.0868976233185,2,2,1,5,-102.0,-2767.0,-1.985981308411211,-35.46981156262018,4716.0,5119.0,4921.0
2020-02-06,Capesize,4768,KOBC,PUBLIC_ACTUAL,USD/day,5034.0,5326.0,6091.0,10060.0,5551.428571428572,7296.714285714285,,443.073303620189,1914.0013032939637,3,2,1,6,-266.0,-1323.0,-5.284068335319825,-21.7205713347562,4714.0,4825.0,5348.0
2020-02-07,Capesize,4738,KOBC,PUBLIC_ACTUAL,USD/day,4768.0,5136.0,6158.0,9715.0,5362.428571428572,6918.714285714285,,456.5193888334928,1847.7113672604007,4,2,1,7,-30.0,-1420.0,-0.6291946308724872,-23.059434881455022,4909.0,4703.0,5474.0
2020-02-10,Capesize,4539,KOBC,PUBLIC_ACTUAL,USD/day,4738.0,5034.0,5675.0,9508.0,5159.571428571428,6563.214285714285,,346.26091181011157,1744.2093725137581,0,2,1,10,-199.0,-1136.0,-4.200084423807516,-20.017621145374452,5161.0,4613.0,5587.0
2020-02-11,Capesize,4614,KOBC,PUBLIC_ACTUAL,USD/day,4539.0,4768.0,5440.0,9044.0,4997.285714285715,6208.285714285715,,330.268938031599,1598.3525859493557,1,2,1,11,75.0,-826.0,1.6523463317911435,-15.183823529411766,5489.0,4694.0,5714.0
2020-02-12,Capesize,4698,KOBC,PUBLIC_ACTUAL,USD/day,4614.0,4738.0,5326.0,8842.0,4879.285714285715,5891.857142857143,,290.949431050344,1422.6247603606555,2,2,1,12,84.0,-628.0,1.820546163849146,-11.791212917761918,5407.0,4651.0,5575.0
2020-02-13,Capesize,4745,KOBC,PUBLIC_ACTUAL,USD/day,4698.0,4539.0,5136.0,8324.0,4789.571428571428,5595.857142857143,,217.89894993069328,1170.3228914832325,3,2,1,13,47.0,-391.0,1.0004257130693972,-7.612928348909653,5331.0,4766.0,5532.0
2020-02-14,Capesize,4716,KOBC,PUBLIC_ACTUAL,USD/day,4745.0,4614.0,5034.0,7801.0,4733.714285714285,5340.214285714285,,155.46351585452624,884.558662538857,4,2,1,14,-29.0,-318.0,-0.6111696522655419,-6.317044100119185,5119.0,4672.0,5572.0
2020-02-17,Capesize,4714,KOBC,PUBLIC_ACTUAL,USD/day,4716.0,4698.0,4768.0,6091.0,4688.285714285715,5119.857142857143,,82.37053333474293,542.5118016643128,0,2,1,17,-2.0,-54.0,-0.04240882103477839,-1.1325503355704702,4825.0,4686.0,5605.0
2020-02-18,Capesize,4909,KOBC,PUBLIC_ACTUAL,USD/day,4714.0,4745.0,4738.0,6158.0,4680.571428571428,5021.5,,75.9382581283255,473.3116959662682,1,2,1,18,195.0,171.0,4.136614340263045,3.6091177712114897,4703.0,4791.0,6244.0
2020-02-19,Capesize,5161,KOBC,PUBLIC_ACTUAL,USD/day,4909.0,4716.0,4539.0,5675.0,4705.0,4932.285714285715,7219.533333333334,114.9666618341106,342.1545823772667,2,2,1,19,252.0,622.0,5.1334283968221595,13.703458911654543,4613.0,4713.0,8031.0
2020-02-20,Capesize,5489,KOBC,PUBLIC_ACTUAL,USD/day,5161.0,4714.0,4614.0,5440.0,4793.857142857143,4895.571428571428,6965.633333333333,184.57828381770477,277.8656881648833,3,2,1,20,328.0,875.0,6.355357488858759,18.96402254009537,4694.0,4843.0,8376.0
2020-02-21,Capesize,5407,KOBC,PUBLIC_ACTUAL,USD/day,5489.0,4909.0,4698.0,5326.0,4918.857142857143,4899.071428571428,6783.333333333333,301.6385411776106,285.45576628524776,4,2,1,21,-82.0,709.0,-1.4938968846784473,15.091528309919111,4651.0,4874.0,8329.0
2020-02-24,Capesize,5331,KOBC,PUBLIC_ACTUAL,USD/day,5407.0,5161.0,4745.0,5136.0,5020.142857142857,4904.857142857143,6627.1,332.56800235504437,295.4214348618388,0,2,1,24,-76.0,586.0,-1.4055853523210704,12.349841938883044,4766.0,4828.0,8114.0
2020-02-25,Capesize,5119,KOBC,PUBLIC_ACTUAL,USD/day,5331.0,5489.0,4716.0,5034.0,5103.857142857143,4918.785714285715,6502.266666666666,325.4435069108396,311.32648669633744,1,2,1,25,-212.0,403.0,-3.976739823672859,8.545377438507206,4672.0,4829.0,7635.0
2020-02-26,Capesize,4825,KOBC,PUBLIC_ACTUAL,USD/day,5119.0,5407.0,4714.0,4768.0,5161.428571428572,4924.857142857143,6364.3,277.51147552411084,314.5582634408203,2,2,1,26,-294.0,111.0,-5.743309240085958,2.354688162918972,4686.0,4886.0,7659.0
2020-02-27,Capesize,4703,KOBC,PUBLIC_ACTUAL,USD/day,4825.0,5331.0,4909.0,4738.0,5177.285714285715,4928.928571428572,6203.6,249.4351714611534,312.7354409784083,3,2,1,27,-122.0,-206.0,-2.5284974093264245,-4.196374006926051,4791.0,4921.0,8266.0
2020-02-28,Capesize,4613,KOBC,PUBLIC_ACTUAL,USD/day,4703.0,5119.0,5161.0,4539.0,5147.857142857143,4926.428571428572,6021.0,294.4528420484784,314.5139630716519,4,2,1,28,-90.0,-548.0,-1.913672124176058,-10.618097267971327,4713.0,5348.0,9094.0
2020-03-02,Capesize,4694,KOBC,PUBLIC_ACTUAL,USD/day,4613.0,4825.0,5489.0,4614.0,5069.571428571428,4931.714285714285,5839.433333333333,356.6542944003827,308.0575442177224,0,3,1,2,81.0,-795.0,1.7559072187296687,-14.483512479504467,4843.0,5474.0,8985.0
2020-03-03,Capesize,4651,KOBC,PUBLIC_ACTUAL,USD/day,4694.0,4703.0,5407.0,4698.0,4956.0,4937.428571428572,5672.066666666667,326.1027445452552,302.4008328961201,1,3,1,3,-43.0,-756.0,-0.9160630592245367,-13.981875346772698,4874.0,5587.0,8857.0
2020-03-04,Capesize,4766,KOBC,PUBLIC_ACTUAL,USD/day,4651.0,4613.0,5331.0,4745.0,4848.0,4934.071428571428,5510.166666666667,272.65179258524387,305.5082686242807,2,3,1,4,115.0,-565.0,2.4725865405289094,-10.59838679422247,4828.0,5714.0,10259.0
2020-03-05,Capesize,4672,KOBC,PUBLIC_ACTUAL,USD/day,4766.0,4694.0,5119.0,4716.0,4767.285714285715,4935.571428571428,5367.566666666667,170.22799836841594,304.55862497056205,3,3,1,5,-94.0,-447.0,-1.9723038187159037,-8.732174252783743,4829.0,5575.0,10943.0
2020-03-06,Capesize,4686,KOBC,PUBLIC_ACTUAL,USD/day,4672.0,4651.0,4825.0,4714.0,4703.428571428572,4932.428571428572,5228.566666666667,71.52821621032454,307.21421098083147,4,3,1,6,14.0,-139.0,0.2996575342465668,-2.8808290155440397,4886.0,5532.0,11291.0
2020-03-09,Capesize,4791,KOBC,PUBLIC_ACTUAL,USD/day,4686.0,4766.0,4703.0,4909.0,4683.571428571428,4930.428571428572,5107.3,47.36685600252592,308.83246996631993,0,3,1,9,105.0,88.0,2.2407170294494128,1.871146076972141,4921.0,5572.0,11232.0
2020-03-10,Capesize,4713,KOBC,PUBLIC_ACTUAL,USD/day,4791.0,4672.0,4613.0,5161.0,4696.142857142857,4922.0,5006.966666666666,62.60838221639871,311.0644256791193,1,3,1,10,-78.0,100.0,-1.6280525986224204,2.167786689789719,5348.0,5605.0,10753.0
2020-03-11,Capesize,4843,KOBC,PUBLIC_ACTUAL,USD/day,4713.0,4686.0,4694.0,5489.0,4710.428571428572,4890.0,4961.033333333334,50.7636915609741,307.6108930751071,2,3,1,11,130.0,149.0,2.7583280288563605,3.1742650191734167,5474.0,6244.0,10434.0
2020-03-12,Capesize,4874,KOBC,PUBLIC_ACTUAL,USD/day,4843.0,4791.0,4651.0,5407.0,4731.714285714285,4843.857142857143,4917.2,70.23226771589405,254.75745845287057,3,3,1,12,31.0,223.0,0.6400991121205957,4.794667813373477,5587.0,8031.0,10058.0
2020-03-13,Capesize,4828,KOBC,PUBLIC_ACTUAL,USD/day,4874.0,4713.0,4766.0,5331.0,4763.571428571428,4805.785714285715,4890.5,77.69782738853357,197.52397267223856,4,3,1,13,-46.0,62.0,-0.9437833401723439,1.3008812421317684,5714.0,8376.0,9960.0
2020-03-16,Capesize,4829,KOBC,PUBLIC_ACTUAL,USD/day,4828.0,4843.0,4672.0,5119.0,4772.428571428572,4769.857142857143,4870.1,81.46340107208758,128.23527484389473,0,3,1,16,1.0,157.0,0.02071251035624666,3.3604452054794454,5575.0,8329.0,9731.0
2020-03-17,Capesize,4886,KOBC,PUBLIC_ACTUAL,USD/day,4829.0,4874.0,4686.0,4825.0,4794.857142857143,4749.142857142857,4853.533333333334,70.01292397661938,82.91131234209976,1,3,1,17,57.0,200.0,1.1803686063367236,4.268032437046521,5532.0,8114.0,9521.0
2020-03-18,Capesize,4921,KOBC,PUBLIC_ACTUAL,USD/day,4886.0,4828.0,4791.0,4703.0,4823.428571428572,4753.5,4845.2,57.956469707005944,88.611294643883,2,3,1,18,35.0,130.0,0.7163323782235054,2.713420997704019,5572.0,7635.0,8198.0
2020-03-19,Capesize,5348,KOBC,PUBLIC_ACTUAL,USD/day,4921.0,4829.0,4713.0,4613.0,4842.0,4769.071428571428,4841.433333333333,66.09084656703193,97.73863442541118,3,3,1,19,427.0,635.0,8.67709815078237,13.473371525567579,5605.0,7659.0,7082.0
2020-03-20,Capesize,5474,KOBC,PUBLIC_ACTUAL,USD/day,5348.0,4886.0,4843.0,4694.0,4932.714285714285,4821.571428571428,4860.766666666666,186.18961149462547,174.62034170241242,4,3,1,20,126.0,631.0,2.3560209424083878,13.029114185422252,6244.0,8266.0,6411.0
2020-03-23,Capesize,5587,KOBC,PUBLIC_ACTUAL,USD/day,5474.0,4921.0,4874.0,4651.0,5022.857142857143,4877.285714285715,4885.3,269.5863674664558,242.15869830513776,0,3,1,23,113.0,713.0,2.0643039824625564,14.628641772671314,8031.0,9094.0,6005.0
2020-03-24,Capesize,5714,KOBC,PUBLIC_ACTUAL,USD/day,5587.0,5348.0,4828.0,4766.0,5124.714285714285,4944.142857142857,4920.233333333334,331.54573052374275,297.7145915503332,1,3,1,24,127.0,886.0,2.273134061213522,18.351284175642093,8376.0,8985.0,5054.0
2020-03-25,Capesize,5575,KOBC,PUBLIC_ACTUAL,USD/day,5714.0,5474.0,4829.0,4672.0,5251.285714285715,5011.857142857143,4956.9,366.65411233912357,356.1539980537552,2,3,1,25,-139.0,746.0,-2.432621631081555,15.448332988196324,8329.0,8857.0,4336.0
2020-03-26,Capesize,5532,KOBC,PUBLIC_ACTUAL,USD/day,5575.0,5587.0,4886.0,4686.0,5357.857142857143,5076.357142857143,4986.133333333333,330.0441528903321,371.3154593195312,3,3,1,26,-43.0,646.0,-0.7713004484304897,13.221449038067945,8114.0,10259.0,3974.0
2020-03-27,Capesize,5572,KOBC,PUBLIC_ACTUAL,USD/day,5532.0,5714.0,4921.0,4791.0,5450.142857142857,5136.785714285715,5012.366666666667,258.7259995769622,371.7408482286586,4,3,1,27,40.0,651.0,0.7230657989877098,13.229018492176392,7635.0,10943.0,4199.0
2020-03-30,Capesize,5605,KOBC,PUBLIC_ACTUAL,USD/day,5572.0,5575.0,5348.0,4713.0,5543.142857142857,5192.571428571428,5040.9,112.50841238369537,374.4494860223768,0,3,1,30,33.0,257.0,0.5922469490308613,4.805534779356768,7659.0,11291.0,4553.0
2020-03-31,Capesize,6244,KOBC,PUBLIC_ACTUAL,USD/day,5605.0,5532.0,5474.0,4843.0,5579.857142857143,5256.285714285715,5070.6,73.32445833713038,362.2617898641937,1,3,1,31,639.0,770.0,11.400535236396081,14.066496163682874,8266.0,11232.0,4953.0
2020-04-01,Capesize,8031,KOBC,PUBLIC_ACTUAL,USD/day,6244.0,5572.0,5587.0,4874.0,5689.857142857143,5356.357142857143,5115.1,250.8116348785187,427.03010290987004,2,4,2,1,1787.0,2444.0,28.61947469570787,43.74440665831394,9094.0,10753.0,5592.0
2020-04-02,Capesize,8376,KOBC,PUBLIC_ACTUAL,USD/day,8031.0,5605.0,5714.0,4828.0,6039.0,5581.857142857143,5210.766666666666,912.3690773657876,812.3921805046265,3,4,2,2,345.0,2662.0,4.295853567426233,46.587329366468325,8985.0,10434.0,6374.0
2020-04-03,Capesize,8329,KOBC,PUBLIC_ACTUAL,USD/day,8376.0,6244.0,5575.0,4829.0,6419.285714285715,5835.285714285715,5307.0,1247.5394067637876,1071.2868917314413,4,4,2,3,-47.0,2754.0,-0.5611270296084103,49.399103139013455,8857.0,10058.0,6505.0
2020-04-06,Capesize,8114,KOBC,PUBLIC_ACTUAL,USD/day,8329.0,8031.0,5532.0,4886.0,6812.714285714285,6085.285714285715,5404.4,1365.5777427259682,1216.8851427104612,0,4,2,6,-215.0,2582.0,-2.5813422979949596,46.673897324656544,10259.0,9960.0,6397.0
2020-04-07,Capesize,7635,KOBC,PUBLIC_ACTUAL,USD/day,8114.0,8376.0,5572.0,4921.0,7181.571428571428,6315.857142857143,5497.166666666667,1309.5509226630343,1276.5227321572836,1,4,2,7,-479.0,2063.0,-5.903376879467592,37.02440775305096,10943.0,9731.0,6352.0
2020-04-08,Capesize,7659,KOBC,PUBLIC_ACTUAL,USD/day,7635.0,8329.0,5605.0,5348.0,7476.285714285715,6509.714285714285,5581.033333333334,1102.7558983875633,1254.2854802372854,2,4,2,8,24.0,2054.0,0.3143418467583592,36.645851917930415,11291.0,9521.0,6364.0
2020-04-09,Capesize,8266,KOBC,PUBLIC_ACTUAL,USD/day,7659.0,8114.0,6244.0,5474.0,7769.714285714285,6674.785714285715,5675.5,733.1888602276359,1241.643277061709,3,4,2,9,607.0,2022.0,7.925316620968803,32.383087764253695,11232.0,8198.0,5762.0
2020-04-10,Capesize,9094,KOBC,PUBLIC_ACTUAL,USD/day,8266.0,7635.0,8031.0,5587.0,8058.571428571428,6874.214285714285,5794.266666666666,305.45641104357077,1258.053635799946,4,4,2,10,828.0,1063.0,10.016936849745939,13.236209687461088,10753.0,7082.0,5346.0
2020-04-13,Capesize,8985,KOBC,PUBLIC_ACTUAL,USD/day,9094.0,7659.0,8376.0,5714.0,8210.42857142857,7124.714285714285,5943.633333333333,494.9326072449544,1329.1729891796813,0,4,2,13,-109.0,609.0,-1.1985924785572921,7.270773638968486,10434.0,6411.0,5595.0
2020-04-14,Capesize,8857,KOBC,PUBLIC_ACTUAL,USD/day,8985.0,8266.0,8329.0,5575.0,8297.42857142857,7358.357142857143,6086.666666666667,575.80577082406,1349.456107368558,1,4,2,14,-128.0,528.0,-1.4245965498052349,6.339296434145747,10058.0,6005.0,5918.0
2020-04-16,Capesize,10259,KOBC,PUBLIC_ACTUAL,USD/day,8857.0,9094.0,8114.0,5532.0,8372.857142857143,7592.785714285715,6226.866666666667,613.9504400659296,1299.9877619880497,3,4,2,16,1402.0,2145.0,15.829287569154339,26.435789992605365,9960.0,5054.0,7042.0
2020-04-17,Capesize,10943,KOBC,PUBLIC_ACTUAL,USD/day,10259.0,8985.0,7635.0,5572.0,8679.285714285714,7930.428571428572,6409.966666666666,921.4887798712385,1336.9140536374077,4,4,2,17,684.0,3308.0,6.667316502583098,43.32678454485921,9731.0,4336.0,8282.0
2020-04-20,Capesize,11291,KOBC,PUBLIC_ACTUAL,USD/day,10943.0,8857.0,7659.0,5605.0,9151.857142857143,8314.07142857143,6619.0,1122.9019589990185,1378.07739339916,0,4,2,20,348.0,3632.0,3.1801151420999707,47.42133437785612,9521.0,3974.0,8698.0
2020-04-21,Capesize,11232,KOBC,PUBLIC_ACTUAL,USD/day,11291.0,10259.0,8266.0,6244.0,9670.714285714286,8720.214285714286,6839.166666666667,1156.7391976710262,1355.9547404842765,1,4,2,21,-59.0,2966.0,-0.5225400761668553,35.88192596177111,8198.0,4199.0,9855.0
2020-04-22,Capesize,10753,KOBC,PUBLIC_ACTUAL,USD/day,11232.0,10943.0,9094.0,8031.0,10094.42857142857,9076.5,7053.866666666667,1098.1748277851764,1309.7929812936775,2,4,2,22,-479.0,1659.0,-4.264601139601143,18.242797448867385,7082.0,4553.0,10286.0
2020-04-23,Capesize,10434,KOBC,PUBLIC_ACTUAL,USD/day,10753.0,11291.0,8985.0,8376.0,10331.42857142857,9270.92857142857,7255.2,1022.7091240333237,1344.2354684003546,3,4,2,23,-319.0,1449.0,-2.96661396819492,16.126878130217026,6411.0,4953.0,10863.0
2020-04-24,Capesize,10058,KOBC,PUBLIC_ACTUAL,USD/day,10434.0,11232.0,8857.0,8329.0,10538.42857142857,9417.92857142857,7441.566666666667,833.9975733663823,1351.3500067189727,4,4,2,24,-376.0,1201.0,-3.6036036036036,13.559896127356886,6005.0,5592.0,12181.0
2020-04-27,Capesize,9960,KOBC,PUBLIC_ACTUAL,USD/day,10058.0,10753.0,10259.0,8114.0,10710.0,9541.42857142857,7614.366666666667,477.99302644850366,1322.8844774428976,0,4,2,27,-98.0,-299.0,-0.9743487770928594,-2.914514085193487,5054.0,6374.0,13612.0
2020-04-28,Capesize,9731,KOBC,PUBLIC_ACTUAL,USD/day,9960.0,10434.0,10943.0,7635.0,10667.285714285714,9673.285714285714,7785.433333333333,534.9752998304098,1260.1753497382579,1,4,2,28,-229.0,-1212.0,-2.299196787148594,-11.075573425934381,4336.0,6505.0,14994.0
2020-04-29,Capesize,9521,KOBC,PUBLIC_ACTUAL,USD/day,9731.0,10058.0,11291.0,7659.0,10494.142857142857,9823.0,7948.833333333333,620.2089509650788,1115.6049066279409,2,4,2,29,-210.0,-1770.0,-2.1580515877093864,-15.676202285005758,3974.0,6397.0,15453.0
2020-05-06,Capesize,8198,KOBC,PUBLIC_ACTUAL,USD/day,9521.0,9960.0,11232.0,8266.0,10241.285714285714,9956.0,8103.333333333333,601.7230022432465,933.9794100843811,2,5,2,6,-1323.0,-3034.0,-13.895599201764519,-27.01210826210826,4199.0,6352.0,19506.0
2020-05-07,Capesize,7082,KOBC,PUBLIC_ACTUAL,USD/day,8198.0,9731.0,10753.0,9094.0,9807.857142857143,9951.142857142857,8212.566666666668,821.6754080478012,943.5718436747965,3,5,2,7,-1116.0,-3671.0,-13.613076360087828,-34.139309960011154,4553.0,6364.0,24513.0
2020-05-08,Capesize,6411,KOBC,PUBLIC_ACTUAL,USD/day,7082.0,9521.0,10434.0,8985.0,9283.42857142857,9807.42857142857,8270.366666666667,1201.5772769077253,1201.9981898287856,4,5,2,8,-671.0,-4023.0,-9.474724654052524,-38.55664174813111,4953.0,5762.0,26844.0
2020-05-11,Capesize,6005,KOBC,PUBLIC_ACTUAL,USD/day,6411.0,8198.0,10058.0,8857.0,8708.714285714286,9623.57142857143,8301.6,1487.5978079088636,1497.9084245546107,0,5,2,11,-406.0,-4053.0,-6.332865387615039,-40.29628156691191,5592.0,5346.0,25850.0
2020-05-12,Capesize,5054,KOBC,PUBLIC_ACTUAL,USD/day,6005.0,7082.0,9960.0,10259.0,8129.714285714285,9419.857142857143,8315.533333333333,1654.3123157660534,1777.9400291496822,1,5,2,12,-951.0,-4906.0,-15.836802664446292,-49.257028112449795,6374.0,5595.0,26291.0
2020-05-13,Capesize,4336,KOBC,PUBLIC_ACTUAL,USD/day,5054.0,6411.0,9731.0,10943.0,7428.857142857143,9048.07142857143,8293.533333333333,1783.8237420936885,2103.3914542685898,2,5,2,13,-718.0,-5395.0,-14.20656905421448,-55.44137293186723,6505.0,5918.0,27768.0
2020-05-14,Capesize,3974,KOBC,PUBLIC_ACTUAL,USD/day,4336.0,6005.0,9521.0,11291.0,6658.142857142857,8576.142857142857,8252.233333333334,1788.8573101816824,2369.8450730648383,3,5,2,14,-362.0,-5547.0,-8.348708487084867,-58.26068690263628,6397.0,7042.0,29665.0
2020-05-15,Capesize,4199,KOBC,PUBLIC_ACTUAL,USD/day,3974.0,5054.0,8198.0,11232.0,5865.714285714285,8053.5,8200.3,1517.2965777203394,2526.707275060997,4,5,2,15,225.0,-3999.0,5.661801711122294,-48.78019029031471,6352.0,8282.0,30252.0
2020-05-18,Capesize,4553,KOBC,PUBLIC_ACTUAL,USD/day,4199.0,4336.0,7082.0,10753.0,5294.428571428572,7551.142857142857,8154.533333333334,1215.6576899142106,2545.2289562160117,0,5,2,18,354.0,-2529.0,8.430578709216485,-35.71025134142898,6364.0,8698.0,30611.0
2020-05-19,Capesize,4953,KOBC,PUBLIC_ACTUAL,USD/day,4553.0,3974.0,6411.0,10434.0,4933.142857142857,7108.285714285715,8119.466666666666,940.5277647100077,2483.91336491344,1,5,2,19,400.0,-1458.0,8.7854162090929,-22.742161909218527,5762.0,9855.0,31927.0
2020-05-20,Capesize,5592,KOBC,PUBLIC_ACTUAL,USD/day,4953.0,4199.0,6005.0,10058.0,4724.857142857143,6716.785714285715,8076.433333333333,685.590603925111,2347.6142121334565,2,5,2,20,639.0,-413.0,12.901271956390058,-6.877601998334725,5346.0,10286.0,32003.0
2020-05-21,Capesize,6374,KOBC,PUBLIC_ACTUAL,USD/day,5592.0,4553.0,5054.0,9960.0,4665.857142857143,6397.785714285715,7995.133333333333,564.0642482824071,2154.1298146216154,3,5,2,21,782.0,1320.0,13.984263233190264,26.11792639493471,5595.0,10863.0,31734.0
2020-05-22,Capesize,6505,KOBC,PUBLIC_ACTUAL,USD/day,6374.0,4953.0,4336.0,9731.0,4854.428571428572,6141.642857142857,7928.4,858.9910471288654,1895.6680416612555,4,5,2,22,131.0,2169.0,2.0552243489174726,50.02306273062731,5918.0,12181.0,32750.0
2020-05-25,Capesize,6397,KOBC,PUBLIC_ACTUAL,USD/day,6505.0,5592.0,3974.0,9521.0,5164.285714285715,5911.214285714285,7867.6,1017.4094086265558,1598.5913596553773,0,5,2,25,-108.0,2423.0,-1.6602613374327446,60.971313537996984,7042.0,13612.0,34657.0
2020-05-26,Capesize,6352,KOBC,PUBLIC_ACTUAL,USD/day,6397.0,6374.0,4199.0,8198.0,5510.428571428572,5688.071428571428,7810.366666666667,955.2339778195152,1231.9391508628023,1,5,2,26,-45.0,2153.0,-0.703454744411447,51.27411288402,8282.0,14994.0,34504.0
2020-05-27,Capesize,6364,KOBC,PUBLIC_ACTUAL,USD/day,6352.0,6505.0,4553.0,7082.0,5818.0,5556.214285714285,7767.6,795.9300639293732,1023.8469821497412,2,5,2,27,12.0,1811.0,0.18891687657429657,39.775971886668124,8698.0,15453.0,32726.0
2020-05-28,Capesize,5762,KOBC,PUBLIC_ACTUAL,USD/day,6364.0,6397.0,4953.0,6411.0,6076.714285714285,5504.928571428572,7724.433333333333,581.7197819928947,957.3636447827112,3,5,2,28,-602.0,809.0,-9.459459459459463,16.333535231173023,9855.0,19506.0,28897.0
